"ngknow"	"ngfinance"	"knowraw"	"L.I.scale"	"typeofedu"	"country"	"phighedu"	"father_edu"	"mother_edu"	"gender"	"age"	"study_year"	"study_year_numeric"	"work_experience"	"PL_home_size"	"CZ_home_size"	"typeofedu.country"	"L.E.axis"	"matrix_economic"	"matrix_social"	"o1"	"o2"	"o3"	"o4"	"o5"	"o6"	"o7"	"o8"	"o9"	"o10"	"o11"	"o12"	"o13"	"o14"	"o15"	"o16"	"o17"	"o18"	"o19"	"o20"	"o21"	"o22"	"o23"	"k1"	"k2"	"k3"	"k4"	"k5"	"k6"	"k7"	"k8"	"k10"	"k11"	"k12"	"k13"	"k14"	"k15"	"k16"	"k17"	"k18"	"k19"	"k20"	"k21"	"k22"	"k23"	"k24"	"k25"	"k26"	"k27"	"k28"	"k29"	"k30"
"cz160"	6	4	18	1	"SSHA"	"CZ"	"HE:one"	"high_school"	"higher_edu"	"female"	22	"BA_3"	3	"1_year+"	NA	"5k-20k"	"SSHA.CZ"	7	3	3	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	1	1	0	0	0	0	1	0	0	1	0	1	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	1	1
"cz161"	-4	-4	13	1	"SSHA"	"CZ"	"HE:one"	"high_school"	"higher_edu"	"female"	21	"BA_2"	2	"1_year+"	NA	">100k"	"SSHA.CZ"	4	3	3	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	1	0	0	0	1	0	0	0	0	0	1	1	0	1	1	1	0	0	0	1	0	1	1	1	0	1	0	1	0
"cz162"	4	-2	17	5	"SSHA"	"CZ"	"HE:both"	"higher_edu"	"higher_edu"	"male"	25	"BA_3"	3	"Up_to_1_year"	NA	">100k"	"SSHA.CZ"	6	2	3	"Agree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Agree"	0	0	0	1	1	0	0	1	0	1	0	1	0	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0
"cz163"	NA	NA	NA	1	"SSHA"	"CZ"	"HE:none"	"high_school"	"high_school"	"female"	22	"BA_2"	2	"No_experience"	NA	"<1k"	"SSHA.CZ"	7	3	4	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	1	1	0	NA	0	1	NA	0	NA	NA	1	NA	NA	NA	0	1	NA	1	0	1	1	NA	NA	NA	1	1	NA	1	1
"cz164"	NA	NA	NA	2	"SSHA"	"CZ"	"HE:one"	"higher_edu"	"high_school"	"female"	22	"BA_2"	2	"Up_to_1_year"	NA	">100k"	"SSHA.CZ"	5	3	3	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	0	0	1	0	0	0	1	1	0	NA	0	NA	0	1	1	1	NA	0	NA	1	0	NA	1	NA	NA	0	NA	NA	NA
"cz165"	-6	0	12	0	"SSHA"	"CZ"	"HE:both"	"higher_edu"	"higher_edu"	"female"	21	"BA_2"	2	"Up_to_1_year"	NA	">100k"	"SSHA.CZ"	3	3	3	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	0	0	0	1	1	0	0	1	0	0	1	0	0	1	0	1	1	0	0	1	0	1	0	1	0	0	1	0	1
"cz166"	12	4	21	0	"SSHA"	"CZ"	"HE:none"	"high_school"	"high_school"	"female"	22	"BA_3"	3	"Up_to_1_year"	NA	">100k"	"SSHA.CZ"	3	3	2	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	1	0	0	1	1	1	0	1	1	1	1	1	0	1	1	1	1	0	0	1	0	1	1	0	1	1	1	1	1
"cz167"	8	2	19	0	"SSHA"	"CZ"	"HE:one"	"higher_edu"	"high_school"	"male"	21	"BA_2"	2	"No_experience"	NA	"5k-20k"	"SSHA.CZ"	3	3	3	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	1	0	1	0	1	0	0	1	0	1	1	0	0	1	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1
"cz168"	4	2	17	-1	"SSHA"	"CZ"	"HE:none"	"high_school"	"<=vocational"	"female"	23	"BA_2"	2	"Up_to_1_year"	NA	">100k"	"SSHA.CZ"	6	3	3	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	1	1	1	0	0	0	0	1	1	0	1	0	0	1	1	1	1	0	0	1	0	1	1	0	1	0	1	1	1
"cz169"	0	-4	15	0	"SSHA"	"CZ"	"HE:none"	"high_school"	"<=vocational"	"male"	22	"BA_2"	2	"No_experience"	NA	">100k"	"SSHA.CZ"	5	3	3	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	1	0	1	1	0	0	0	0	0	1	1	0	0	1	0	0	1	1	1	1	0	1	1	1	0	1	0	1	0
"cz170"	-2	0	14	1	"SSHA"	"CZ"	"HE:both"	"higher_edu"	"higher_edu"	"female"	21	"BA_2"	2	"Up_to_1_year"	NA	">100k"	"SSHA.CZ"	3	3	3	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	0	0	0	0	0	0	0	1	0	0	1	1	0	1	1	1	1	0	0	1	0	1	0	1	1	1	0	1	1
"cz171"	8	6	19	-1	"SSHA"	"CZ"	"HE:one"	"higher_edu"	"high_school"	"female"	23	"BA_2"	2	"1_year+"	NA	">100k"	"SSHA.CZ"	4	4	2	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	1	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	1	0	1	1	0	1	0	1	0	1	1	1	1
"cz172"	-2	-2	14	1	"SSHA"	"CZ"	"HE:one"	"PHD+"	"high_school"	"male"	22	"BA_2"	2	"1_year+"	NA	">100k"	"SSHA.CZ"	3	3	3	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	1	0	1	0	0	0	0	1	0	0	1	0	0	0	1	1	1	0	0	1	0	1	1	0	1	1	0	1	1
"cz173"	NA	NA	NA	1	"SSHA"	"CZ"	"HE:one"	"high_school"	"higher_edu"	"female"	22	"BA_2"	2	"Up_to_1_year"	NA	"20k-100k"	"SSHA.CZ"	2	4	2	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	1	1	0	0	1	0	1	NA	NA	1	NA	NA	NA	1	1	NA	0	0	1	0	1	NA	0	1	0	NA	1	1
"cz174"	2	0	16	2	"SSHA"	"CZ"	"HE:one"	"PHD+"	"high_school"	"female"	22	"BA_2"	2	"Up_to_1_year"	NA	">100k"	"SSHA.CZ"	5	3	2	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"DontKnow"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Agree"	0	1	0	0	1	0	1	1	1	1	1	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	1	1	1
"cz175"	6	2	18	3	"SSHA"	"CZ"	"HE:none"	"<=vocational"	"high_school"	"female"	21	"BA_2"	2	"No_experience"	NA	"5k-20k"	"SSHA.CZ"	5	2	2	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"DontKnow"	"DontKnow"	"Disagree"	1	1	1	0	0	0	1	0	0	0	1	0	1	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	1
"cz176"	NA	NA	NA	0	"SSHA"	"CZ"	"HE:one"	"higher_edu"	"high_school"	"female"	22	"BA_2"	2	"No_experience"	NA	"1k-5k"	"SSHA.CZ"	3	3	3	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	1	1	1	0	NA	1	1	1	0	0	NA	NA	0	NA	1	1	1	1	1	1	0	1	0	NA	NA	NA	NA	NA	NA
"cz177"	6	2	18	1	"SSHA"	"CZ"	"HE:none"	"<=vocational"	"high_school"	"male"	22	"BA_2"	2	"1_year+"	NA	">100k"	"SSHA.CZ"	3	2	2	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Disagree"	1	1	1	0	1	0	1	1	0	0	1	1	0	1	1	1	1	1	0	1	0	1	0	0	1	0	0	1	1
"cz178"	NA	NA	NA	1	"SSHA"	"CZ"	"HE:one"	"<=vocational"	"higher_edu"	"female"	21	"BA_2"	2	"1_year+"	NA	"1k-5k"	"SSHA.CZ"	4	3	3	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	1	1	NA	0	NA	1	1	NA	NA	1	1	0	NA	1	1	1	1	0	1	1	0	NA	NA	0	1	1	NA	1	1
"cz179"	8	2	19	3	"SSHA"	"CZ"	"HE:both"	"higher_edu"	"higher_edu"	"male"	22	"BA_3"	3	"Up_to_1_year"	NA	"1k-5k"	"SSHA.CZ"	5	3	2	"Agree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	0	1	0	1	1	0	1	1	0	0	1	1	1	1	1	1	0	0	0	1	0	1	1	0	1	1	1	1	1
"cz180"	6	-2	18	0	"SSHA"	"CZ"	"HE:none"	"<=vocational"	"high_school"	"female"	25	"BA_2"	2	"Up_to_1_year"	NA	">100k"	"SSHA.CZ"	5	3	3	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	0	1	0	1	1	0	0	0	1	0	0	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1
"cz181"	6	4	18	2	"SSHA"	"CZ"	"HE:both"	"higher_edu"	"higher_edu"	"female"	24	"BA_3"	3	"Up_to_1_year"	NA	">100k"	"SSHA.CZ"	6	3	2	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	0	1	1	0	1	0	0	1	0	1	1	1	0	1	1	1	1	0	0	1	0	1	0	1	0	1	1	1	1
"cz182"	0	2	15	0	"SSHA"	"CZ"	"HE:both"	"higher_edu"	"higher_edu"	"female"	23	"BA_3"	3	"1_year+"	NA	">100k"	"SSHA.CZ"	NA	NA	NA	"Disagree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"DontKnow"	1	0	1	0	0	0	0	1	0	1	0	0	1	1	0	1	1	0	0	1	0	1	0	1	1	0	1	1	1
"cz183"	NA	NA	NA	-1	"SSHA"	"CZ"	"HE:none"	"<=vocational"	"<=vocational"	"female"	NA	"BA_2"	2	"1_year+"	NA	">100k"	"SSHA.CZ"	5	3	3	"DontKnow"	"DontKnow"	"DontKnow"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"DontKnow"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	1	0	NA	0	1	0	0	0	1	NA	1	0	NA	NA	NA	0	1	0	NA	NA	1	1	1	NA	1	NA	NA	NA	0
"cz184"	10	6	20	0	"SSHA"	"CZ"	"HE:both"	"PHD+"	"higher_edu"	"male"	25	"BA_3"	3	"1_year+"	NA	">100k"	"SSHA.CZ"	3	4	2	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	1	1	1	1	1	0	1	1	1	0	1	1	0	1	0	1	0	0	1	0	1	0	1	1	1	1	1	1
"cz185"	-10	-2	10	-2	"SSHA"	"CZ"	"HE:none"	"high_school"	"high_school"	"male"	24	"BA_3"	3	"1_year+"	NA	">100k"	"SSHA.CZ"	4	3	2	"DontKnow"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	1	0	1
"cz186"	6	4	18	3	"SSHA"	"CZ"	"HE:both"	"higher_edu"	"higher_edu"	"female"	25	"MA_1"	4	"1_year+"	NA	">100k"	"SSHA.CZ"	7	3	3	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	0	1	1	0	1	0	0	1	0	0	1	1	0	0	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1
"cz187"	0	-2	15	0	"SSHA"	"CZ"	"HE:none"	"high_school"	"high_school"	"female"	23	"BA_3"	3	"No_experience"	NA	"<1k"	"SSHA.CZ"	0	4	3	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1
"cz188"	4	0	17	2	"SSHA"	"CZ"	"HE:both"	"higher_edu"	"higher_edu"	"female"	22	"BA_3"	3	"No_experience"	NA	">100k"	"SSHA.CZ"	NA	NA	NA	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	1	0	1	1	0	0	0	1	1	1	1	0	1	0	1	1	1	0	0	1	0	1	1	0	1	0	0	1	1
"cz189"	6	6	18	2	"STEM"	"CZ"	"HE:both"	"higher_edu"	"higher_edu"	"female"	21	"BA_2"	2	"No_experience"	NA	"5k-20k"	"STEM.CZ"	5	3	2	"Agree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	1	1	1	0	0	0	1	1	0	1	0	1	1	0	1	0	0	1	1	1	1	1	1	1	0	0	1	0	1
"cz190"	6	2	18	3	"SSHA"	"CZ"	"HE:both"	"higher_edu"	"higher_edu"	"female"	23	"BA_3"	3	"1_year+"	NA	">100k"	"SSHA.CZ"	4	3	3	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	0	1	1	1	1	1	1	1	0	0	1	0	0	1	1	1	1	0	0	1	0	1	0	0	1	1	1	0	1
"cz191"	0	-2	15	4	"SSHA"	"CZ"	"HE:none"	"high_school"	"<=vocational"	"female"	22	"BA_3"	3	"Up_to_1_year"	NA	">100k"	"SSHA.CZ"	7	2	2	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Agree"	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	1	0	0	0	1	0	1	0	1	1	1	1	1	1
"cz192"	2	0	16	1	"SSHA"	"CZ"	"HE:one"	"higher_edu"	"high_school"	"male"	22	"BA_3"	3	"No_experience"	NA	"5k-20k"	"SSHA.CZ"	7	3	2	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	1	1	1	1	0	0	1	1	0	1	1	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	1	1	1
"cz193"	-4	0	13	1	"SSHA"	"CZ"	"HE:both"	"higher_edu"	"higher_edu"	"female"	NA	"BA_3"	3	"Up_to_1_year"	NA	"5k-20k"	"SSHA.CZ"	6	2	2	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"Disagree"	0	0	1	1	0	1	0	0	0	0	1	1	0	0	1	1	1	0	0	1	0	0	0	0	1	0	1	1	1
"cz194"	8	0	19	2	"SSHA"	"CZ"	"HE:one"	"higher_edu"	"high_school"	"female"	23	"BA_3"	3	"1_year+"	NA	"5k-20k"	"SSHA.CZ"	4	3	3	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	1	1	1	1	0	1	0	0	1	1	0	1	1	1	1	1	0	0	1	0	1	1	1	1	0	0	1	1
"cz195"	4	-2	17	4	"SSHA"	"CZ"	"HE:both"	"PHD+"	"higher_edu"	"female"	22	"BA_3"	3	"No_experience"	NA	">100k"	"SSHA.CZ"	3	3	2	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Agree"	0	0	1	1	0	0	1	1	0	0	1	0	1	1	1	1	0	0	0	1	0	1	1	0	1	1	1	1	1
"cz196"	12	2	21	3	"SSHA"	"CZ"	"HE:one"	"high_school"	"higher_edu"	"female"	22	"BA_3"	3	"Up_to_1_year"	NA	">100k"	"SSHA.CZ"	NA	NA	NA	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Disagree"	0	1	1	1	1	0	1	1	1	1	0	0	1	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1
"cz197"	0	0	15	-2	"SSHA"	"CZ"	"HE:one"	"higher_edu"	"<=vocational"	"female"	NA	"BA_3"	3	NA	NA	NA	"SSHA.CZ"	7	3	3	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	1	0	1	1	0	1	1	0	1	1	1	1	1
"cz198"	-2	0	14	2	"SSHA"	"CZ"	"HE:none"	"<=vocational"	"high_school"	"female"	22	"BA_2"	2	"Up_to_1_year"	NA	"20k-100k"	"SSHA.CZ"	7	3	2	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Agree"	0	0	0	1	0	0	0	0	0	0	1	1	0	1	1	0	1	0	1	1	0	0	1	1	1	1	1	0	1
"cz199"	6	4	18	-1	"SSHA"	"CZ"	"HE:both"	"higher_edu"	"higher_edu"	"female"	21	"BA_2"	2	"Up_to_1_year"	NA	">100k"	"SSHA.CZ"	3	3	2	"DontKnow"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	1	1	0	1	0	1	0	1	0	1	1	1	0	1	1	1	1	0	0	1	0	1	1	0	1	0	0	1	1
"cz200"	0	0	15	3	"STEM"	"CZ"	"HE:none"	"<=vocational"	"high_school"	"male"	24	"BA_2"	2	"Up_to_1_year"	NA	"20k-100k"	"STEM.CZ"	6	2	3	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"DontKnow"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	1	0	1	1	1	0	0	1	1	1	0	1	0	0	0	0	1	0	1	0	0	1	1	0	0	0	1	1	1
"cz201"	NA	NA	NA	3	"STEM"	"CZ"	"HE:one"	"higher_edu"	"high_school"	"female"	20	"BA_2"	2	"1_year+"	NA	"20k-100k"	"STEM.CZ"	3	3	3	"Disagree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"DontKnow"	"DontKnow"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	1	1	NA	1	NA	0	0	0	0	NA	1	1	NA	1	1	0	1	0	0	1	NA	0	1	NA	NA	NA	NA	NA	NA
"cz202"	8	2	19	-2	"STEM"	"CZ"	"HE:both"	"higher_edu"	"higher_edu"	"male"	22	"BA_2"	2	"Up_to_1_year"	NA	">100k"	"STEM.CZ"	5	3	4	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	1	1	1	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	0	1	1	0	1	1	0	1	1
