"o1"	"o2"	"o3"	"o4"	"o5"	"o6"	"o7"	"o8"	"o9"	"o10"	"o11"	"o12"	"o13"	"o14"	"o15"	"o16"	"o17"	"o18"	"o19"	"o20"	"o21"	"o22"	"o23"	"k1"	"k2"	"k3"	"k4"	"k5"	"k6"	"k7"	"k8"	"k10"	"k11"	"k12"	"k13"	"k14"	"k15"	"k16"	"k17"	"k18"	"k19"	"k20"	"k21"	"k22"	"k23"	"k24"	"k25"	"k26"	"k27"	"k28"	"k29"	"k30"	"leseferism.etatism"	"mat_econimic"	"mat_social"	"father_edu"	"mother_edu"	"year_at_uni"	"uni_programme"	"work_experience"	"hometown_size"	"birthdate"	"gender"	"age"	"eduprog4"	"eduprog3"	"knowIV"	"opinionIV"
"140"	"DontKnow"	"Disagree"	"DontKnow"	"DontKnow"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	NA	0	1	0	1	NA	NA	1	NA	NA	NA	1	NA	NA	1	1	0	0	NA	1	0	1	NA	NA	NA	NA	NA	NA	NA	2	3	2	"vocational"	"high_school"	"BA_2"	"Math/CS"	"Up_to_1_year"	NA	1992	"male"	23	"STEM"	"STEM"	1	0
"141"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"DontKnow"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Agree"	NA	NA	1	0	NA	NA	NA	1	NA	NA	1	1	NA	0	1	NA	NA	NA	0	1	1	NA	NA	0	NA	1	NA	1	1	5	2	2	"high_school"	"higher_edu"	"BA_2"	"Math/CS"	"1_year+"	NA	1994	"female"	21	"STEM"	"STEM"	1	0
"142"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	0	0	1	1	0	0	1	1	1	1	1	1	1	0	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	4	4	2	"high_school"	"high_school"	"BA_3"	"Math/CS"	NA	NA	NA	"male"	NA	"STEM"	"STEM"	0	0
"143"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"Agree"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"Disagree"	"Disagree"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Math/CS"	NA	NA	NA	NA	NA	"STEM"	"STEM"	1	0
"144"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	0	0	1	0	1	0	0	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	7	2	2	"vocational"	"PHD+"	"BA_3"	"Math/CS"	"No_experience"	NA	1991	"male"	24	"STEM"	"STEM"	0	0
"145"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	0	1	NA	1	NA	NA	0	1	NA	NA	1	1	NA	NA	1	1	NA	0	0	1	0	1	NA	NA	1	NA	1	1	NA	5	4	1	"PHD+"	"PHD+"	"BA_2"	"Math/CS"	"No_experience"	NA	1995	"male"	20	"STEM"	"STEM"	1	0
"146"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	0	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	1	0	1	0	1	0	1	1	1	0	1	1	5	4	2	"high_school"	"high_school"	"BA_2"	"Math/CS"	"No_experience"	NA	1993	"male"	22	"STEM"	"STEM"	0	0
"147"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	1	0	1	0	0	0	1	0	1	1	1	0	0	1	1	0	0	1	1	1	1	1	0	1	1	0	1	1	3	3	4	"high_school"	"higher_edu"	"BA_2"	"Math/CS"	"Up_to_1_year"	NA	1993	"male"	22	"STEM"	"STEM"	0	0
"148"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	0	1	1	0	1	0	1	1	0	1	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	4	3	3	"high_school"	"high_school"	"BA_2"	"Math/CS"	"No_experience"	NA	1993	"male"	22	"STEM"	"STEM"	0	0
"149"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"DontKnow"	"Disagree"	"DontKnow"	1	0	NA	0	0	0	0	1	0	NA	0	1	NA	NA	NA	1	0	NA	0	1	1	NA	NA	NA	NA	NA	1	1	1	3	4	3	"higher_edu"	"high_school"	"BA_3"	"Math/CS"	"No_experience"	NA	1992	"male"	23	"STEM"	"STEM"	1	0
"151"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	0	0	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0	NA	0	NA	NA	NA	1	NA	1	1	NA	5	2	2	"higher_edu"	"higher_edu"	"BA_2"	"Sociology"	"No_experience"	NA	1993	"male"	22	"SSH"	"SSHA"	1	0
"152"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"DontKnow"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"Agree"	0	1	0	1	0	0	0	1	0	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	0	4	3	2	"vocational"	"high_school"	"BA_2"	"Sociology"	"No_experience"	NA	1995	"female"	20	"SSH"	"SSHA"	0	0
"153"	"Disagree"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"Disagree"	"DontKnow"	"DontKnow"	"Disagree"	"DontKnow"	"Disagree"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	1	1	1	1	1	0	1	1	0	1	1	1	1	0	4	3	3	"PHD+"	"high_school"	"BA_2"	"Sociology"	"Up_to_1_year"	NA	1993	"female"	22	"SSH"	"SSHA"	0	0
"154"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	0	0	0	1	0	0	1	1	0	0	1	0	1	1	1	1	1	0	0	1	0	1	1	1	1	1	0	1	1	5	3	2	"higher_edu"	"higher_edu"	"BA_2"	"Sociology"	"No_experience"	NA	1993	"female"	22	"SSH"	"SSHA"	0	0
"155"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	1	1	1	1	0	1	0	1	0	1	1	0	1	0	1	1	1	0	0	0	1	1	1	1	1	1	0	1	1	3	4	3	"high_school"	"high_school"	"BA_3"	"Religion_Studies"	"1_year+"	NA	1992	"male"	23	"SSH"	"SSHA"	0	0
"156"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Agree"	0	1	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	8	2	1	"higher_edu"	"high_school"	"BA_2"	"Sociology"	"No_experience"	NA	1993	"male"	22	"SSH"	"SSHA"	0	0
"157"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	0	0	1	0	0	1	1	1	0	0	1	1	0	1	1	1	0	0	0	1	0	1	1	1	1	1	1	1	1	6	2	2	"higher_edu"	"higher_edu"	"BA_2"	"Sociology"	"No_experience"	NA	1994	"male"	21	"SSH"	"SSHA"	0	0
"158"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	0	1	1	1	0	1	1	1	0	0	0	1	1	1	1	1	1	0	1	1	0	1	1	0	1	0	1	1	1	4	4	2	"higher_edu"	"higher_edu"	"BA_2"	"PR"	"Up_to_1_year"	">100k"	1993	"male"	22	"SSH"	"SSHA"	0	0
"159"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"Agree"	1	0	1	1	NA	1	1	NA	NA	1	0	NA	NA	NA	NA	1	1	0	NA	0	0	NA	1	NA	NA	NA	NA	0	NA	5	2	2	"PHD+"	"high_school"	"BA_2"	"PR"	"Up_to_1_year"	">100k"	1993	"female"	22	"SSH"	"SSHA"	1	0
"160"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	1	0	0	0	NA	1	0	0	0	NA	0	NA	NA	NA	1	NA	1	0	1	1	0	NA	NA	NA	1	0	0	1	NA	5	3	3	"higher_edu"	"high_school"	"BA_2"	"PR"	"1_year+"	"5k-20k"	1994	"female"	21	"SSH"	"SSHA"	1	0
"161"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	0	1	1	1	1	0	1	1	1	1	1	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	"PHD+"	"PHD+"	"BA_2"	"PR"	"1_year+"	">100k"	1993	"male"	22	"SSH"	"SSHA"	0	0
"162"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	1	1	0	0	0	0	1	0	0	1	0	1	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	1	1	7	3	3	"high_school"	"higher_edu"	"BA_3"	"PR"	"1_year+"	"5k-20k"	1993	"female"	22	"SSH"	"SSHA"	0	0
"163"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	1	0	0	0	1	0	0	0	0	0	1	1	0	1	1	1	0	0	0	1	0	1	1	1	0	1	0	1	0	4	3	3	"high_school"	"higher_edu"	"BA_2"	"PR"	"1_year+"	">100k"	1994	"female"	21	"SSH"	"SSHA"	0	0
"164"	"Agree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Agree"	0	0	0	1	1	0	0	1	0	1	0	1	0	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0	6	2	3	"higher_edu"	"higher_edu"	"BA_3"	"PR"	"Up_to_1_year"	">100k"	1990	"male"	25	"SSH"	"SSHA"	0	0
"165"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	1	1	0	NA	0	1	NA	0	NA	NA	1	NA	NA	NA	0	1	NA	1	0	1	1	NA	NA	NA	1	1	NA	1	1	7	3	4	"high_school"	"high_school"	"BA_2"	"PR"	"No_experience"	"<1k"	1993	"female"	22	"SSH"	"SSHA"	1	0
"166"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	0	0	1	0	0	0	1	1	0	NA	0	NA	0	1	1	1	NA	0	NA	1	0	NA	1	NA	NA	0	NA	NA	NA	5	3	3	"higher_edu"	"high_school"	"BA_2"	"PR"	"Up_to_1_year"	">100k"	1993	"female"	22	"SSH"	"SSHA"	1	0
"167"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	0	0	0	1	1	0	0	1	0	0	1	0	0	1	0	1	1	0	0	1	0	1	0	1	0	0	1	0	1	3	3	3	"higher_edu"	"higher_edu"	"BA_2"	"PR"	"Up_to_1_year"	">100k"	1994	"female"	21	"SSH"	"SSHA"	0	0
"168"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	1	0	0	1	1	1	0	1	1	1	1	1	0	1	1	1	1	0	0	1	0	1	1	0	1	1	1	1	1	3	3	2	"high_school"	"high_school"	"BA_3"	"PR"	"Up_to_1_year"	">100k"	1993	"female"	22	"SSH"	"SSHA"	0	0
"169"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	1	0	1	0	1	0	0	1	0	1	1	0	0	1	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	3	3	3	"higher_edu"	"high_school"	"BA_2"	"PR"	"No_experience"	"5k-20k"	1994	"male"	21	"SSH"	"SSHA"	0	0
"170"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	1	1	1	0	0	0	0	1	1	0	1	0	0	1	1	1	1	0	0	1	0	1	1	0	1	0	1	1	1	6	3	3	"high_school"	"vocational"	"BA_2"	"PR"	"Up_to_1_year"	">100k"	1992	"female"	23	"SSH"	"SSHA"	0	0
"171"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	1	0	1	1	0	0	0	0	0	1	1	0	0	1	0	0	1	1	1	1	0	1	1	1	0	1	0	1	0	5	3	3	"high_school"	"vocational"	"BA_2"	"PR"	"No_experience"	">100k"	1993	"male"	22	"SSH"	"SSHA"	0	0
"172"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	0	0	0	0	0	0	0	1	0	0	1	1	0	1	1	1	1	0	0	1	0	1	0	1	1	1	0	1	1	3	3	3	"higher_edu"	"higher_edu"	"BA_2"	"PR"	"Up_to_1_year"	">100k"	1994	"female"	21	"SSH"	"SSHA"	0	0
"173"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	1	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	1	0	1	1	0	1	0	1	0	1	1	1	1	4	4	2	"higher_edu"	"high_school"	"BA_2"	"PR"	"1_year+"	">100k"	1992	"female"	23	"SSH"	"SSHA"	0	0
"174"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	1	0	1	0	0	0	0	1	0	0	1	0	0	0	1	1	1	0	0	1	0	1	1	0	1	1	0	1	1	3	3	3	"PHD+"	"high_school"	"BA_2"	"PR"	"1_year+"	">100k"	1993	"male"	22	"SSH"	"SSHA"	0	0
"175"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	1	1	0	0	1	0	1	NA	NA	1	NA	NA	NA	1	1	NA	0	0	1	0	1	NA	0	1	0	NA	1	1	2	4	2	"high_school"	"higher_edu"	"BA_2"	"PR"	"Up_to_1_year"	"20k-100k"	1993	"female"	22	"SSH"	"SSHA"	1	0
"176"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"DontKnow"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Agree"	0	1	0	0	1	0	1	1	1	1	1	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	1	1	1	5	3	2	"PHD+"	"high_school"	"BA_2"	"PR"	"Up_to_1_year"	">100k"	1993	"female"	22	"SSH"	"SSHA"	0	0
"177"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"DontKnow"	"DontKnow"	"Disagree"	1	1	1	0	0	0	1	0	0	0	1	0	1	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	1	5	2	2	"vocational"	"high_school"	"BA_2"	"PR"	"No_experience"	"5k-20k"	1994	"female"	21	"SSH"	"SSHA"	0	0
"178"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	1	1	1	0	NA	1	1	1	0	0	NA	NA	0	NA	1	1	1	1	1	1	0	1	0	NA	NA	NA	NA	NA	NA	3	3	3	"higher_edu"	"high_school"	"BA_2"	"PR"	"No_experience"	"<1k-5k"	1993	"female"	22	"SSH"	"SSHA"	1	0
"179"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Disagree"	1	1	1	0	1	0	1	1	0	0	1	1	0	1	1	1	1	1	0	1	0	1	0	0	1	0	0	1	1	3	2	2	"vocational"	"high_school"	"BA_2"	"PR"	"1_year+"	">100k"	1993	"male"	22	"SSH"	"SSHA"	0	0
"180"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	1	1	NA	0	NA	1	1	NA	NA	1	1	0	NA	1	1	1	1	0	1	1	0	NA	NA	0	1	1	NA	1	1	4	3	3	"vocational"	"higher_edu"	"BA_2"	"PR"	"1_year+"	"<1k-5k"	1994	"female"	21	"SSH"	"SSHA"	1	0
"181"	"Agree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	0	1	0	1	1	0	1	1	0	0	1	1	1	1	1	1	0	0	0	1	0	1	1	0	1	1	1	1	1	5	3	2	"higher_edu"	"higher_edu"	"BA_3"	"Demography"	"Up_to_1_year"	"<1k-5k"	1993	"male"	22	"SSH"	"SSHA"	0	0
"182"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	0	1	0	1	1	0	0	0	1	0	0	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	5	3	3	"vocational"	"high_school"	"BA_2"	"Sociology"	"Up_to_1_year"	">100k"	1990	"female"	25	"SSH"	"SSHA"	0	0
"183"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	0	1	1	0	1	0	0	1	0	1	1	1	0	1	1	1	1	0	0	1	0	1	0	1	0	1	1	1	1	6	3	2	"higher_edu"	"higher_edu"	"BA_3"	"Sociology"	"Up_to_1_year"	">100k"	1991	"female"	24	"SSH"	"SSHA"	0	0
"184"	"Disagree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"DontKnow"	1	0	1	0	0	0	0	1	0	1	0	0	1	1	0	1	1	0	0	1	0	1	0	1	1	0	1	1	1	NA	NA	NA	"higher_edu"	"higher_edu"	"BA_3"	"Sociology"	"1_year+"	">100k"	1992	"female"	23	"SSH"	"SSHA"	0	0
"185"	"DontKnow"	"DontKnow"	"DontKnow"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"DontKnow"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	1	0	NA	0	1	0	0	0	1	NA	1	0	NA	NA	NA	0	1	0	NA	NA	1	1	1	NA	1	NA	NA	NA	0	5	3	3	"primary"	"vocational"	"BA_2"	"Sociology"	"1_year+"	">100k"	NA	"female"	NA	"SSH"	"SSHA"	1	0
"186"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	1	1	1	1	1	0	1	1	1	0	1	1	0	1	0	1	0	0	1	0	1	0	1	1	1	1	1	1	3	4	2	"PHD+"	"higher_edu"	"BA_3"	"Sociology"	"1_year+"	">100k"	1990	"male"	25	"SSH"	"SSHA"	0	0
