"o1"	"o2"	"o3"	"o4"	"o5"	"o6"	"o7"	"o8"	"o9"	"o10"	"o11"	"o12"	"o13"	"o14"	"o15"	"o16"	"o17"	"o18"	"o19"	"o20"	"o21"	"o22"	"o23"	"k1"	"k2"	"k3"	"k4"	"k5"	"k6"	"k7"	"k8"	"k10"	"k11"	"k12"	"k13"	"k14"	"k15"	"k16"	"k17"	"k18"	"k19"	"k20"	"k21"	"k22"	"k23"	"k24"	"k25"	"k26"	"k27"	"k28"	"k29"	"k30"	"leseferism.etatism"	"mat_econimic"	"mat_social"	"father_edu"	"mother_edu"	"year_at_uni"	"uni_programme"	"work_experience"	"hometown_size"	"birthdate"	"gender"	"age"	"eduprog4"	"eduprog3"	"knowIV"	"opinionIV"	"country"	"libsoc"	"liberalism"	"socialism"	"knowraw"	"ngknow"	"peduord"
"202"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"DontKnow"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	1	0	1	1	1	0	0	1	1	1	0	1	0	0	0	0	1	0	1	0	0	1	1	0	0	0	1	1	1	6	2	3	"<=vocational"	"high_school"	"BA_2"	"Math/CS"	"Up_to_1_year"	"20k-100k"	1991	"male"	24	"STEM"	"STEM"	0	0	"CZ"	3	1	2	15	0	1
"203"	"Disagree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"DontKnow"	"DontKnow"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	1	1	NA	1	NA	0	0	0	0	NA	1	1	NA	1	1	0	1	0	0	1	NA	0	1	NA	NA	NA	NA	NA	NA	3	3	3	"higher_edu"	"high_school"	"BA_2"	"Math/CS"	"1_year+"	"20k-100k"	1995	"female"	20	"STEM"	"STEM"	1	0	"CZ"	3	0	3	NA	NA	3
"204"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	1	1	1	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	0	1	1	0	1	1	0	1	1	5	3	4	"higher_edu"	"higher_edu"	"BA_2"	"Math/CS"	"Up_to_1_year"	">100k"	1993	"male"	22	"STEM"	"STEM"	0	0	"CZ"	-2	3	1	19	8	4
"205"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"DontKnow"	"Agree"	1	0	1	0	0	0	1	0	0	0	1	0	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	0	1	7	3	2	"higher_edu"	"higher_edu"	"BA_3"	"Math/CS"	"1_year+"	"20k-100k"	1993	"female"	22	"STEM"	"STEM"	0	0	"CZ"	1	1	2	17	4	4
"206"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	1	0	0	0	0	1	1	0	0	1	1	0	0	1	1	1	0	0	1	0	1	1	0	1	1	0	1	1	5	3	3	"PHD+"	"PHD+"	"BA_2"	"Math/CS"	"Up_to_1_year"	">100k"	1993	"male"	22	"STEM"	"STEM"	0	0	"CZ"	-1	2	1	15	0	6
"207"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	0	1	1	1	0	0	0	1	0	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	"higher_edu"	"high_school"	"BA_3"	"Math/CS"	"No_experience"	"20k-100k"	1992	"female"	23	"STEM"	"STEM"	0	0	"CZ"	2	1	3	21	12	3
"208"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	0	1	1	0	0	0	1	0	1	0	0	1	0	1	1	0	1	1	1	1	0	1	1	0	1	0	1	1	1	7	3	4	"high_school"	"high_school"	"BA_1"	"Math/CS"	"1_year+"	"<1k-5k"	1995	"female"	20	"STEM"	"STEM"	0	0	"CZ"	2	2	4	17	4	2
"209"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"DontKnow"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"DontKnow"	"DontKnow"	"Disagree"	"DontKnow"	0	1	0	0	0	0	0	1	0	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	5	4	4	"higher_edu"	"higher_edu"	"BA_1"	"Math/CS"	"Up_to_1_year"	">100k"	1995	"male"	20	"STEM"	"STEM"	0	0	"CZ"	-3	1	0	18	6	4
"210"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	0	1	0	1	0	0	1	0	0	1	1	0	1	1	1	0	0	0	1	0	1	1	1	1	1	1	1	1	5	3	3	"high_school"	"<=vocational"	"BA_2"	"Management"	"1_year+"	"20k-100k"	1993	"male"	22	"EBMF"	"EBMF"	0	0	"CZ"	1	1	1	17	4	1
"211"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"Agree"	1	0	1	1	0	0	1	0	0	0	1	0	1	1	0	0	1	0	1	0	0	0	0	1	1	1	0	1	0	5	3	2	"higher_edu"	"higher_edu"	"BA_2"	"Management"	"No_experience"	">100k"	1993	"female"	22	"EBMF"	"EBMF"	0	0	"CZ"	2	0	2	13	-4	4
"212"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	0	0	0	1	1	1	0	1	0	0	1	0	0	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	5	3	3	"<=vocational"	"high_school"	"BA_2"	"Management"	"1_year+"	"5k-20k"	1993	"female"	22	"EBMF"	"EBMF"	0	0	"CZ"	1	0	1	18	6	1
"213"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	1	0	1	1	1	0	0	1	0	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	4	4	1	"high_school"	"<=vocational"	"BA_2"	"Management"	"1_year+"	"5k-20k"	1994	"female"	21	"EBMF"	"EBMF"	0	0	"CZ"	4	1	3	22	14	1
"214"	"Disagree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"Disagree"	"DontKnow"	0	1	1	1	0	0	0	1	1	0	1	1	1	1	1	0	1	0	0	1	0	1	0	1	1	0	1	1	1	6	3	3	"higher_edu"	"higher_edu"	"BA_2"	"Management"	"Up_to_1_year"	">100k"	1994	"female"	21	"EBMF"	"EBMF"	0	0	"CZ"	-1	2	1	18	6	4
"215"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	1	1	1	0	1	1	0	0	0	0	0	1	0	1	1	0	1	0	0	1	0	1	1	1	0	0	0	0	1	5	3	2	"high_school"	"high_school"	"BA_2"	"Management"	"Up_to_1_year"	">100k"	1991	"female"	24	"EBMF"	"EBMF"	0	0	"CZ"	2	1	3	14	-2	2
"216"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	0	0	1	0	1	0	1	0	0	0	0	1	0	1	1	0	1	0	1	1	0	1	0	1	0	0	1	0	1	4	2	3	"higher_edu"	"high_school"	"BA_2"	"Management"	"1_year+"	"5k-20k"	1994	"male"	21	"EBMF"	"EBMF"	0	0	"CZ"	3	1	4	13	-4	3
"217"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	0	1	1	1	0	0	1	1	0	0	1	1	0	1	1	1	0	0	0	1	0	1	1	1	1	1	0	1	1	2	4	3	"higher_edu"	"higher_edu"	"BA_3"	"Management"	"1_year+"	"20k-100k"	1991	"male"	24	"EBMF"	"EBMF"	0	0	"CZ"	-1	3	2	18	6	4
"218"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"Agree"	0	1	0	0	1	0	1	0	0	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	NA	NA	NA	"high_school"	"<=vocational"	"BA_2"	"Management"	"1_year+"	"5k-20k"	1993	"female"	22	"EBMF"	"EBMF"	0	0	"CZ"	1	1	2	21	12	1
"219"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	0	1	1	1	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	0	1	1	1	5	3	4	"<=vocational"	"<=vocational"	"BA_2"	"Management"	"Up_to_1_year"	"5k-20k"	1993	"female"	22	"EBMF"	"EBMF"	0	0	"CZ"	3	1	4	20	10	0
"220"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"DontKnow"	"DontKnow"	"DontKnow"	"Agree"	0	1	1	0	0	1	1	1	0	0	0	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	5	2	3	"higher_edu"	"higher_edu"	"BA_2"	"Management"	"Up_to_1_year"	"20k-100k"	1992	"female"	23	"EBMF"	"EBMF"	0	0	"CZ"	2	0	2	20	10	4
"221"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	0	1	1	1	1	0	1	0	0	0	1	1	1	1	1	1	0	0	1	1	0	1	0	1	0	0	1	1	1	6	3	2	"<=vocational"	"<=vocational"	"BA_2"	"Management"	"Up_to_1_year"	"20k-100k"	1993	"female"	22	"EBMF"	"EBMF"	0	0	"CZ"	1	1	2	18	6	0
"222"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Agree"	1	1	1	1	0	0	1	1	0	1	1	1	0	1	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	5	3	2	"PHD+"	"higher_edu"	"BA_2"	"Management"	"No_experience"	">100k"	1996	"female"	19	"EBMF"	"EBMF"	0	0	"CZ"	1	1	2	22	14	5
"223"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	1	0	1	0	0	0	1	1	1	0	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	6	3	2	"PHD+"	"PHD+"	"BA_2"	"Math/CS"	"No_experience"	">100k"	1994	"female"	21	"STEM"	"STEM"	0	0	"CZ"	1	1	2	21	12	6
"224"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	0	1	0	0	1	1	1	1	1	1	1	1	4	2	NA	"PHD+"	"BA_2"	"Management"	"1_year+"	">100k"	1993	"male"	22	"EBMF"	"EBMF"	0	0	"CZ"	-2	3	1	22	14	NA
"225"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Disagree"	0	0	1	1	1	0	0	0	1	0	1	1	1	0	0	1	1	0	1	1	0	1	1	1	0	1	1	1	1	2	3	3	"<=vocational"	"high_school"	"BA_2"	"Management"	"Up_to_1_year"	"5k-20k"	1993	"male"	22	"EBMF"	"EBMF"	0	0	"CZ"	-3	2	1	18	6	1
"226"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"DontKnow"	"DontKnow"	"Agree"	"DontKnow"	"Disagree"	"Agree"	0	1	1	1	0	1	0	1	NA	NA	1	0	1	0	1	1	1	0	NA	1	0	NA	NA	NA	NA	1	NA	NA	NA	5	3	3	"<=vocational"	"<=vocational"	"BA_2"	"Management"	"Up_to_1_year"	">100k"	1993	"female"	22	"EBMF"	"EBMF"	1	0	"CZ"	1	0	1	NA	NA	0
"227"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	0	1	1	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	0	1	1	1	0	0	1	0	1	2	4	3	"high_school"	"high_school"	"BA_2"	"Management"	"Up_to_1_year"	"20k-100k"	1993	"male"	22	"EBMF"	"EBMF"	0	0	"CZ"	1	1	1	17	4	2
"228"	"Disagree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	0	1	1	0	0	1	0	1	1	1	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	0	0	1	1	4	3	3	"high_school"	"higher_edu"	"BA_2"	"Management"	"1_year+"	"5k-20k"	1992	"female"	23	"EBMF"	"EBMF"	0	0	"CZ"	4	0	4	20	10	3
"229"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	0	0	1	0	0	1	1	0	1	0	1	1	1	1	1	1	0	1	1	0	1	1	1	0	1	0	1	1	4	3	3	"higher_edu"	"high_school"	"BA_2"	"Management"	"No_experience"	"5k-20k"	1994	"male"	21	"EBMF"	"EBMF"	0	0	"CZ"	0	1	1	18	6	3
"230"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"DontKnow"	0	0	1	1	1	0	1	0	0	0	1	1	0	0	0	1	1	0	1	1	0	1	1	1	1	1	0	1	1	3	3	3	"high_school"	"high_school"	"BA_2"	"Management"	"Up_to_1_year"	"5k-20k"	1993	"female"	22	"EBMF"	"EBMF"	0	0	"CZ"	2	1	3	17	4	2
"231"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	0	1	1	0	1	0	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	4	3	3	"PHD+"	"PHD+"	"BA_2"	"Management"	"1_year+"	"20k-100k"	1992	"male"	23	"EBMF"	"EBMF"	0	0	"CZ"	3	0	1	21	12	6
"232"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	1	0	0	0	0	1	0	0	0	0	1	1	1	0	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	2	3	3	"PHD+"	"PHD+"	"BA_2"	"Management"	"No_experience"	"20k-100k"	1995	"female"	20	"EBMF"	"EBMF"	0	0	"CZ"	1	1	2	17	4	6
"233"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"DontKnow"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"Agree"	1	1	0	0	0	1	0	1	0	1	1	1	1	0	1	0	0	0	0	1	0	0	1	1	1	1	0	1	1	5	2	2	"<=vocational"	"high_school"	"BA_2"	"Management"	"1_year+"	"5k-20k"	1992	"male"	23	"EBMF"	"EBMF"	0	0	"CZ"	2	0	2	16	2	1
"234"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	0	1	1	1	0	1	0	1	0	1	0	1	1	1	1	1	1	0	1	1	0	1	1	1	0	1	0	1	1	4	4	1	"high_school"	"high_school"	"BA_2"	"Management"	"1_year+"	"20k-100k"	1993	"female"	22	"EBMF"	"EBMF"	0	0	"CZ"	0	2	2	20	10	2
"235"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	0	1	1	1	0	1	0	0	0	0	0	1	1	1	0	0	1	0	0	1	1	0	1	1	1	1	1	1	0	5	3	3	"higher_edu"	"higher_edu"	"BA_2"	"Management"	"Up_to_1_year"	"5k-20k"	1994	"female"	21	"EBMF"	"EBMF"	0	0	"CZ"	0	1	1	16	2	4
"236"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	0	0	1	1	0	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	3	3	3	"higher_edu"	"higher_edu"	"BA_2"	"Management"	"1_year+"	">100k"	1993	"male"	22	"EBMF"	"EBMF"	0	0	"CZ"	1	2	3	21	12	4
"237"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	0	1	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	0	1	0	1	0	1	0	0	1	1	1	6	3	2	"<=vocational"	"high_school"	"BA_2"	"Management"	"1_year+"	">100k"	1994	"female"	21	"EBMF"	"EBMF"	0	0	"CZ"	3	1	4	17	4	1
"238"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	1	0	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	0	1	1	0	1	0	1	1	1	5	3	3	"<=vocational"	"<=vocational"	"BA_3"	"Art"	"1_year+"	"<1k"	1992	"female"	23	"Art"	"SSHA"	0	0	"CZ"	1	1	2	20	10	0
"239"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	0	1	0	0	1	0	1	1	0	0	1	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	1	0	8	3	3	"higher_edu"	"high_school"	"BA_3"	"Art"	"No_experience"	">100k"	1991	"male"	24	"Art"	"SSHA"	0	0	"CZ"	1	1	2	11	-8	3
"240"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Agree"	1	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	1	1	1	1	0	1	1	1	0	1	5	2	2	"higher_edu"	"high_school"	"BA_3"	"Art"	"No_experience"	"<1k-5k"	1993	"female"	22	"Art"	"SSHA"	0	0	"CZ"	1	0	1	14	-2	3
"241"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	0	0	0	0	0	1	0	0	0	0	1	1	1	0	1	1	0	1	0	0	0	1	1	0	1	0	1	1	1	4	3	3	"higher_edu"	"higher_edu"	"BA_3"	"Art"	"No_experience"	"20k-100k"	1992	"female"	23	"Art"	"SSHA"	0	0	"CZ"	1	1	1	13	-4	4
"243"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	1	1	1	0	0	0	0	0	1	1	1	0	0	0	1	1	1	0	0	1	1	1	1	0	1	0	0	1	1	3	3	2	"higher_edu"	"higher_edu"	"BA_3"	"Art"	"1_year+"	"20k-100k"	1990	"female"	25	"Art"	"SSHA"	0	0	"CZ"	2	1	3	16	2	4
"244"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"DontKnow"	"Disagree"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	1	1	0	0	1	0	0	1	0	0	1	0	1	1	1	1	0	1	0	1	0	1	1	0	1	1	0	1	0	5	3	2	NA	"high_school"	"BA_2"	"Art"	"Up_to_1_year"	"5k-20k"	1993	"female"	22	"Art"	"SSHA"	0	0	"CZ"	1	0	1	16	2	NA
"245"	"Agree"	"DontKnow"	"Disagree"	"DontKnow"	"DontKnow"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"DontKnow"	"Agree"	"DontKnow"	"DontKnow"	"DontKnow"	"Agree"	"DontKnow"	"DontKnow"	1	1	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	1	0	1	1	1	1	0	1	1	1	1	1	9	3	3	"high_school"	"higher_edu"	"BA_3"	"Art"	"No_experience"	"20k-100k"	1991	"female"	24	"Art"	"SSHA"	0	0	"CZ"	1	0	1	18	6	3
