"o1"	"o2"	"o3"	"o4"	"o5"	"o6"	"o7"	"o8"	"o9"	"o10"	"o11"	"o12"	"o13"	"o14"	"o15"	"o16"	"o17"	"o18"	"o19"	"o20"	"o21"	"o22"	"o23"	"k1"	"k2"	"k3"	"k4"	"k5"	"k6"	"k7"	"k8"	"k10"	"k11"	"k12"	"k13"	"k14"	"k15"	"k16"	"k17"	"k18"	"k19"	"k20"	"k21"	"k22"	"k23"	"k24"	"k25"	"k26"	"k27"	"k28"	"k29"	"k30"	"leseferism.etatism"	"mat_econimic"	"mat_social"	"father_edu"	"mother_edu"	"year_at_uni"	"uni_programme"	"work_experience"	"hometown_size"	"birthdate"	"gender"	"age"	"eduprog4"	"eduprog3"	"knowIV"	"opinionIV"	"libsoc"	"wlibsoc"
"s136"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	0	1	1	1	1	0	1	0	0	1	1	1	0	1	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	6	3	3	"high_school"	"vocational"	"BA_3"	"Bioengineering"	"No_experience"	"<10k"	1994	"female"	21	"STEM"	"STEM"	0	0	4	2
"s137"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Agree"	0	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	0	1	1	0	1	0	1	0	0	1	1	1	1	6	2	2	"PHD+"	"higher_edu"	"BA_3"	"Bioengineering"	"Up_to_1_year"	">500k"	1993	"female"	22	"STEM"	"STEM"	0	0	5	2.5
"s138"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	1	0	0	1	1	1	0	1	0	0	1	1	1	1	7	2	3	"high_school"	"high_school"	"BA_3"	"Bioengineering"	"Up_to_1_year"	"100k-500k"	1993	"female"	22	"STEM"	"STEM"	0	0	5	2.5
"s139"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Agree"	0	0	0	0	0	0	1	0	0	1	1	1	0	0	1	1	0	1	0	1	0	0	0	0	1	0	0	1	1	3	4	3	"vocational"	"high_school"	"BA_3"	"Bioengineering"	"Up_to_1_year"	"<10k"	1993	"male"	22	"STEM"	"STEM"	0	0	1	0.214285714285714
"s140"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"Agree"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	1	1	0	1	0	0	1	1	0	1	1	0	0	0	1	1	0	1	1	1	1	1	0	1	2	3	4	"high_school"	"higher_edu"	"BA_3"	"Bioengineering"	"1_year+"	"100k-500k"	1993	"female"	22	"STEM"	"STEM"	0	1	NA	NA
"s141"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	1	1	1	0	1	1	0	1	1	0	0	1	1	1	5	3	3	"higher_edu"	"higher_edu"	"BA_3"	"Bioengineering"	"Up_to_1_year"	"<10k-100k"	1993	"female"	22	"STEM"	"STEM"	0	0	2	1
"s142"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Disagree"	0	0	0	1	1	0	1	0	1	1	0	1	0	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	5	3	4	"higher_edu"	"higher_edu"	"BA_3"	"Bioengineering"	"Up_to_1_year"	"<10k"	1993	"female"	22	"STEM"	"STEM"	0	0	3	1.33333333333333
"s143"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	0	1	0	1	0	0	1	1	0	1	1	1	0	1	1	0	0	0	0	1	1	0	1	1	1	1	1	1	1	3	3	2	"vocational"	"vocational"	"BA_3"	"Bioengineering"	"1_year+"	"<10k"	1993	"male"	22	"STEM"	"STEM"	0	0	0	0
"s144"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	0	1	0	1	1	1	1	1	0	0	1	0	0	0	1	1	0	1	0	1	1	1	1	1	0	0	1	1	1	3	4	2	"higher_edu"	"higher_edu"	"BA_3"	"Bioengineering"	"1_year+"	">500k"	1993	"male"	22	"STEM"	"STEM"	0	0	1	0.928571428571429
"s145"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	0	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	6	3	2	"higher_edu"	"higher_edu"	"BA_3"	"Bioengineering"	"No_experience"	"<10k"	1993	"male"	22	"STEM"	"STEM"	0	0	2	1
"s146"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	0	1	0	1	1	0	0	1	0	0	0	1	1	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	5	4	3	"higher_edu"	"higher_edu"	"BA_3"	"Bioengineering"	NA	">500k"	1994	"female"	21	"STEM"	"STEM"	0	0	3	1.66666666666667
"s147"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	0	0	1	0	0	1	1	0	1	0	1	1	1	0	0	1	1	0	1	1	1	0	0	1	1	0	1	0	1	4	4	3	"higher_edu"	"high_school"	"BA_3"	"Bioengineering"	"No_experience"	"100k-500k"	1993	"male"	22	"STEM"	"STEM"	0	0	5	2.35714285714286
"s148"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	1	1	1	1	0	1	0	1	0	1	1	0	0	1	1	0	0	0	0	0	1	1	1	1	1	1	1	1	5	3	3	"higher_edu"	"higher_edu"	"BA_3"	"Bioengineering"	"Up_to_1_year"	"<10k-100k"	1993	"female"	22	"STEM"	"STEM"	0	0	2	0.875
"s149"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	1	1	1	0	1	1	1	0	1	1	1	0	1	1	1	1	1	0	1	1	0	0	1	0	1	0	0	1	3	3	3	"vocational"	"PHD+"	"MA_1"	"Euro_studies"	"1_year+"	">500k"	1991	"male"	24	"SSH"	"SSHA"	0	0	-7	-3.64285714285714
"s150"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	0	1	0	1	1	0	1	1	0	0	1	1	0	0	1	0	1	0	0	1	1	0	1	0	0	1	1	0	1	7	2	2	NA	NA	"MA_1"	NA	"Up_to_1_year"	"<10k"	1992	"female"	23	NA	NA	0	0	3	1.1
"s152"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	1	1	1	0	1	0	1	0	3	3	4	"high_school"	"higher_edu"	"MA_1"	"Euro_studies"	"1_year+"	">500k"	1991	"male"	24	"SSH"	"SSHA"	0	0	0	0
"s153"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Agree"	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1	1	0	1	1	1	0	1	0	0	0	1	1	0	5	4	3	"vocational"	"vocational"	"MA_1"	"Euro_studies"	"Up_to_1_year"	"<10k-100k"	1994	"male"	21	"SSH"	"SSHA"	0	0	5	2.5
"s154"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	0	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0	0	0	1	1	0	0	1	1	1	1	1	1	3	2	4	"high_school"	"high_school"	"MA_1"	"Euro_studies"	"1_year+"	"<10k-100k"	1987	"female"	28	"SSH"	"SSHA"	0	0	4	1.5
"s155"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	1	0	0	1	0	1	0	0	1	0	1	0	1	1	1	0	1	0	1	1	0	1	1	0	1	1	1	0	0	5	3	1	"vocational"	"vocational"	"MA_1"	"Euro_studies"	"Up_to_1_year"	">500k"	1992	"female"	23	"SSH"	"SSHA"	0	0	5	2.35714285714286
"s156"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	1	1	1	0	0	5	4	2	"vocational"	"vocational"	"MA_1"	"Euro_studies"	"No_experience"	"100k-500k"	1992	"female"	23	"SSH"	"SSHA"	0	0	3	1.7
"s157"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	1	1	1	0	0	1	0	1	0	0	1	1	1	1	0	1	0	1	1	1	0	0	1	1	1	1	1	1	6	2	3	"higher_edu"	"high_school"	"BA_1"	"Euro_studies"	"1_year+"	">500k"	NA	"female"	NA	"SSH"	"SSHA"	0	0	5	2.5
"s158"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	5	3	2	"vocational"	"higher_edu"	"MA_1"	"Euro_studies"	"1_year+"	">500k"	1992	"female"	23	"SSH"	"SSHA"	0	0	4	2
"s159"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"DontKnow"	"Disagree"	"DontKnow"	"Agree"	0	1	1	0	1	1	0	0	0	1	1	0	0	1	1	1	0	1	0	0	0	0	1	0	0	1	1	0	1	2	4	2	"vocational"	"higher_edu"	"MA_1"	"Euro_studies"	"No_experience"	">500k"	1993	"female"	22	"SSH"	"SSHA"	0	0	4	2.25
"s160"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	1	1	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	3	3	3	"vocational"	"high_school"	"MA_1"	"Euro_studies"	"Up_to_1_year"	"<10k"	1990	"female"	25	"SSH"	"SSHA"	0	0	-4	-2
"s161"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	1	0	0	0	1	1	0	0	1	1	0	0	1	1	0	1	1	1	1	1	0	1	0	1	1	1	1	0	3	3	3	"high_school"	"higher_edu"	"MA_1"	"Euro_studies"	"Up_to_1_year"	"<10k"	1991	"female"	24	"SSH"	"SSHA"	0	0	1	0.357142857142858
"s162"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	0	1	1	0	0	1	1	0	1	0	1	1	5	3	3	"high_school"	"high_school"	"MA_1"	"Euro_studies"	"1_year+"	"<10k-100k"	1991	"female"	24	"SSH"	"SSHA"	0	0	3	1.21428571428571
"s163"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	1	1	0	1	0	1	0	1	0	1	0	0	1	1	0	0	0	0	0	1	1	0	1	1	1	0	0	5	2	2	"higher_edu"	"higher_edu"	"BA_1"	NA	"No_experience"	"<10k"	1992	"female"	23	NA	NA	0	1	NA	NA
"s164"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"Disagree"	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	1	1	1	1	1	0	1	1	1	1	5	3	2	"higher_edu"	"higher_edu"	"MA_1"	"Euro_studies"	"1_year+"	"<10k-100k"	1991	"male"	24	"SSH"	"SSHA"	0	0	1	-0.300000000000001
"s165"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	0	1	0	1	0	1	1	0	1	0	1	1	0	0	0	1	1	0	1	0	1	0	1	0	0	0	1	0	1	6	2	3	"vocational"	"high_school"	"MA_1"	"Euro_studies"	"Up_to_1_year"	"<10k"	1992	"male"	23	"SSH"	"SSHA"	0	0	6	3
"s166"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1	1	0	1	1	1	1	0	1	0	0	7	3	3	"higher_edu"	"high_school"	"MA_1"	"Euro_studies"	"No_experience"	"<10k"	1985	"male"	30	"SSH"	"SSHA"	0	0	4	1
"s167"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Agree"	1	0	1	0	0	1	0	0	0	0	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	4	3	2	"higher_edu"	"higher_edu"	"MA_2"	"Leisure_studies"	"1_year+"	">500k"	1990	"male"	25	"SSH"	"SSHA"	0	0	5	2.5
"s168"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"Agree"	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	1	1	1	0	1	0	5	2	2	"vocational"	"high_school"	"MA_1"	"Euro_studies"	"No_experience"	"<10k"	1992	"female"	23	"SSH"	"SSHA"	0	0	5	2.35714285714286
"s169"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	0	1	1	1	1	1	0	1	0	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	6	3	2	"vocational"	"vocational"	"MA_1"	"Euro_studies"	"1_year+"	"<10k"	1992	"male"	23	"SSH"	"SSHA"	0	0	-3	-1.5
"s170"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	0	1	0	1	1	0	1	1	0	1	1	1	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	4	3	1	"high_school"	"higher_edu"	"MA_1"	"Euro_studies"	"1_year+"	">500k"	1992	"female"	23	"SSH"	"SSHA"	0	0	1	0.0714285714285712
"s171"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	0	1	1	0	0	1	0	0	0	1	0	0	1	1	1	1	0	0	1	1	1	1	1	1	0	1	1	1	5	3	2	"higher_edu"	"high_school"	"MA_2"	"Linguistics"	"1_year+"	">500k"	1990	"female"	25	"SSH"	"SSHA"	0	0	2	1
"s172"	"Disagree"	"DontKnow"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	0	0	0	1	0	1	1	0	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	6	3	3	"higher_edu"	"higher_edu"	"MA_2"	"Linguistics"	"1_year+"	">500k"	1991	"female"	24	"SSH"	"SSHA"	0	0	1	0.214285714285714
"s173"	"Disagree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"Agree"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	0	0	0	0	0	1	1	0	1	0	0	1	0	1	1	1	1	1	1	1	0	1	0	1	1	1	0	0	1	6	3	3	"higher_edu"	"higher_edu"	"BA_1"	"Linguistics"	"No_experience"	"<10k"	1996	"female"	19	"SSH"	"SSHA"	0	0	5	1.9
"s174"	"Disagree"	"DontKnow"	"Disagree"	"DontKnow"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"Agree"	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	1	0	1	1	1	0	1	1	1	1	5	3	4	"higher_edu"	"higher_edu"	"BA_1"	"Linguistics"	"No_experience"	">500k"	1994	"female"	21	"SSH"	"SSHA"	0	0	5	2.5
"s175"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	0	1	1	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0	1	0	1	8	2	2	"high_school"	"higher_edu"	"BA_1"	"Linguistics"	"Up_to_1_year"	"100k-500k"	1995	"male"	20	"SSH"	"SSHA"	0	0	6	3
"s176"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	0	0	1	0	1	1	1	1	0	0	0	1	0	1	1	0	1	1	0	1	1	1	0	1	0	1	1	1	1	7	2	2	"high_school"	"high_school"	"MA_1"	"Turkology"	"1_year+"	"<10k-100k"	1991	"female"	24	"SSH"	"SSHA"	0	0	4	1.66666666666667
"g1"	"Agree"	"DontKnow"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Agree"	0	1	0	0	1	0	1	0	0	1	1	0	0	1	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	4	3	1	"higher_edu"	"higher_edu"	"BA_1"	"Bussiness_no_spec"	"Up_to_1_year"	"100k-500k"	1995	"female"	20	"EBMF"	"EBMF"	0	0	-3	-1.83333333333333
"g2"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	0	1	0	1	0	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	5	3	2	"higher_edu"	"higher_edu"	"BA_2"	"International_bussiness"	"Up_to_1_year"	">500k"	1993	"female"	22	"EBMF"	"EBMF"	0	0	-10	-5
"g3"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	2	3	2	"high_school"	"high_school"	"BA_2"	"Finance"	"Up_to_1_year"	">500k"	1994	"male"	21	"EBMF"	"EBMF"	0	0	0	0
"g4"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	1	0	1	1	1	1	1	1	0	1	0	1	1	0	1	1	0	0	1	1	1	0	1	1	0	1	1	1	1	4	3	2	"higher_edu"	"higher_edu"	"BA_1"	"Bussiness_no_spec"	"Up_to_1_year"	"100k-500k"	1995	"female"	20	"EBMF"	"EBMF"	0	0	1	0.642857142857142
"g5"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	0	0	0	1	1	0	1	1	0	0	1	0	1	0	1	1	1	1	0	0	1	0	1	0	0	0	1	1	1	3	2	3	"high_school"	"high_school"	"BA_1"	"Bussiness_no_spec"	"No_experience"	"<10k-100k"	1995	"female"	20	"EBMF"	"EBMF"	0	0	-3	-1.07142857142857
